linkPVID,surveyedSlopeInfo,surveyedSlope,derivedSlopeList,derivedSlope,error
51883577,"[0.125, 0.026, 0.111, 0.474, 0.683, 0.857, 1.188, 1.135, 0.87, 0.198, -0.004]",0.514818181818182,[1.474062381031133],1.474062381031133,-0.9592441992129511
51883586,"[-0.341, -1.299, -2.001, -2.28, -2.244, -1.45, -0.641, -0.125, 0.17, 0.177, 0.068]",-0.9060000000000001,"[1.475306732549795, -1.5464804081496808]",-0.03558683779994287,-0.8704131622000573
51883668,"[0.401, 0.464, 0.103, 0.142, 0.441, 1.762, 2.216, 1.976, 0.496, 0.074, -0.103, -0.096]",0.6563333333333333,"[-1.485963821748876, 0.0, 0.0, 0.0]",-0.371490955437219,1.0278242887705522
51888926,"[0.226, 0.266, 0.272, 0.018, -0.27, -0.653]",-0.023500000000000004,"[1.552357552805551, 1.5692279521550816, 1.5698530279533096, 0.0, 0.0, 1.5707586274090084, 0.0, -1.5707529144983323, 0.0]",0.521271582869402,-0.544771582869402
51963421,"[0.146, 0.134, 0.011, -0.063, 0.077]",0.06100000000000001,"[-1.5699802855643459, -1.5691048070285691]",-1.5695425462964576,1.6305425462964576
67948819,"[-0.518, 0.032, 0.125, -0.086, -0.529]",-0.19519999999999998,"[1.5082568798972154, 0.0, 0.0]",0.5027522932990718,-0.6979522932990718
67948960,"[1.5, 1.171, 0.513, 0.165]",0.83725,[-1.5126160699394762],-1.5126160699394762,2.349866069939476
543979153,"[-0.574, -0.506, -0.451, -0.41, -0.354]",-0.45899999999999996,[-1.5141524805061575],-1.5141524805061575,1.0551524805061576
548029529,"[0.262, 0.288, -0.116, -0.012, 0.434, 0.729, 0.879, 1.087, 1.246, 1.422, 1.575, 1.6, 1.551, 1.448, 0.993]",0.8924000000000001,"[1.5074918773317236, 1.536471512805403, -1.4326159475795375, 0.0, 1.4424749431950943]",0.6107644771505367,0.28163552284946336
548029530,"[0.993, 0.323, 0.125]",0.48033333333333333,[1.48947488454296],1.48947488454296,-1.0091415512096267
548082570,"[0.06, -0.042, -0.051, 0.158, 0.646, 0.868, 1.062, 1.197, 1.191, 0.931]",0.6020000000000001,[1.5392997108672217],1.5392997108672217,-0.9372997108672216
548082578,"[0.624, 0.323, 0.099, 0.011, 0.054, 0.195, 0.418, 0.841, 1.375, 1.984, 2.572, 2.956, 3.083, 3.156, 3.273, 3.382, 3.505, 3.605]",1.7475555555555553,"[1.5513344365574142, 1.5316282064270959, 1.5465713950934359]",1.5431780126926486,0.20437754286290666
548082579,"[2.575, 2.488, 2.355, 1.982, 1.5, 0.974, 0.624]",1.7854285714285716,[1.557664165489266],1.557664165489266,0.22776440593930558
548082797,"[-1.799, -1.731, -1.616, -1.39, -0.8, -0.063, 0.11, 0.258]",-0.8788750000000001,[1.547354246792552],1.547354246792552,-2.426229246792552
548082827,"[0.419, 0.51, 0.721, 1.172, 1.332, 1.263, 1.017, 0.666]",0.8875,[1.549724361690165],1.549724361690165,-0.6622243616901651
548082829,"[-2.814, -2.724, -2.617, -2.443, -2.147, -2.221, -2.385, -2.383, -2.093, -1.941, -1.83, -1.791, -1.781, -1.796, -1.801]",-2.1844666666666663,"[-1.5344381845303128, -1.5565061695785594]",-1.5454721770544362,-0.6389944896122302
548084012,"[1.123, 1.165, 1.113, 0.618, 0.018, -0.216, 0.065, 1.031]",0.614625,"[-1.5545599102083367, 0.0, -1.5570480324828329, 0.0]",-0.7779019856727925,1.3925269856727924
548084014,"[1.876, 2.299, 2.67, 2.794, 2.711, 2.921, 3.162]",2.6332857142857145,[0.0],0.0,2.6332857142857145
548084552,"[0.337, 0.16, 0.36, 1.587, 2.203]",0.9294,"[-1.539809617247664, -1.5146827476300544]",-1.5272461824388592,2.4566461824388592
548084580,"[0.304, 0.515, 0.659, 1.451]",0.7322500000000001,[-1.5597239521918214],-1.5597239521918214,2.2919739521918214
548084929,"[-0.024, -0.1, -0.117, -0.038]",-0.06974999999999999,[-1.5570912097496623],-1.5570912097496623,1.4873412097496623
548085081,"[0.765, 0.862, 0.831, 0.337]",0.6987500000000001,[-1.523179713217877],-1.523179713217877,2.221929713217877
548092384,"[-0.231, -0.296, -0.185, -0.121, -0.111, -0.125, -0.141, -0.161]",-0.171375,[-1.5036607279624041],-1.5036607279624041,1.332285727962404
548097276,"[0.512, 0.599, 0.725, -0.588, -1.025, -1.044, -0.278, 0.33, 0.474, 0.646, 1.291, 1.18, 0.705, -1.339, -2.113, -2.179, -2.246, -2.359, -2.601, -2.572, -2.244, -1.111]",-0.692590909090909,"[-1.544028686736128, -1.5447235651882116, 0.0, 1.4868323196187343, 1.5478588721548943, -1.5246965744358747, -1.5505108750946306, -1.550300160674482]",-0.5849460837944622,-0.10764482529644681
554728228,"[-0.689, 0.116, 0.799, 1.825, 2.081, 1.957, 0.506]",0.9421428571428571,"[0.0, -1.5388617705204197]",-0.7694308852602099,1.711573742403067
554728246,"[0.058, 0.089, 0.082, 0.039, -0.029, -0.046, -0.056, -0.059]",0.009750000000000002,"[-1.4990624270817017, 0.0, -1.4963985616091187, -1.4947518881775819, 1.5343121855162196, 1.5484570087310898]",-0.2345739471035155,0.24432394710351552
554728248,"[-0.114, 0.03, 0.257]",0.057666666666666665,[0.0],0.0,0.057666666666666665
554728249,"[0.257, 0.487]",0.372,"[-1.5419790920172838, 0.0]",-0.7709895460086419,1.1429895460086419
554739608,"[-0.144, -0.04, -0.099]",-0.09433333333333334,"[0.0, 1.513686437993177, 0.0, 0.0, 1.5446136884862114, 0.0, 1.5539467394763353, 0.0, -1.5105411413561232, 0.0]",0.31017057245996005,-0.4045039057932934
554806707,"[0.1, 0.07, 0.02, -0.015, 0.002]",0.0354,"[1.5157383339068076, 1.556865954353086]",1.5363021441299467,-1.5009021441299466
554808788,"[2.737, 2.398, 2.482, 2.572]",2.54725,[1.5627785621139092],1.5627785621139092,0.9844714378860908
565390255,"[1.106, 1.133, 1.358, 1.594, 1.708, 1.56, 0.794, 0.718, 0.78, 0.802, 0.811, 0.778, 0.674, 0.513, 0.327, 0.154, 0.032, -0.019]",0.8235,[1.4475820937918775],1.4475820937918775,-0.6240820937918775
565390275,"[-0.162, -0.174, -0.17, -0.15, -0.085, 0.062, 0.28, 0.414, 0.511, 0.584]",0.11099999999999999,[1.5589815149087412],1.5589815149087412,-1.4479815149087412
565390276,"[0.583, 0.607, 0.655, 0.701, 0.76, 0.81, 0.85, 0.881, 0.944]",0.7545555555555555,[-1.5542765592663874],-1.5542765592663874,2.308832114821943
565390278,"[3.923, 4.197, 4.492, 4.657, 4.682, 4.595]",4.424333333333333,[1.5571265713144578],1.5571265713144578,2.8672067620188755
565390281,"[-1.701, -1.636, -1.605, -1.594, -1.604, -1.602, -1.513, -1.455, -1.426, -1.364, -1.261]",-1.523727272727273,"[1.53368310805276, 1.5280808446694156]",1.530881976361088,-3.0546092490883607
565390298,"[1.257, 1.448, 1.579, 1.738, 1.898, 2.205, 2.585, 2.782, 2.753, 2.74, 2.721, 2.69, 2.643, 2.601, 2.594, 2.598, 2.614, 2.62, 2.62, 2.607, 2.589, 2.573, 2.556, 2.567, 2.586, 2.584, 2.576, 2.576, 2.575]",2.430172413793103,"[1.5537833281682742, 1.5308068584348442, 1.5567006285065565, -1.5081515339725866, 1.5086385753074296, -1.5197432660996792, -1.541919016914772]",0.22573079620429515,2.2044416175888077
565390315,"[-3.023, -2.655, -2.641, -2.906, -3.347, -3.608, -3.53, -3.355, -3.092, -2.585, -2.072, -1.746, -1.931, -2.803, -3.83, -4.474]",-2.974875,"[-1.528444854892381, -1.4810870620986247]",-1.5047659584955029,-1.470109041504497
565390727,"[-1.125, -1.027, -0.906, -0.786, -0.714, -0.898, -1.387, -2.497]",-1.1675,[1.5112906566076314],1.5112906566076314,-2.6787906566076316
565390733,"[3.275, 3.133, 2.713, 1.999, 1.582, 1.416, 1.974, 1.893, 0.656, 1.036, 1.24, 1.287, 1.286]",1.8069230769230769,"[1.5422074318577133, 1.5323937746241472]",1.5373006032409302,0.26962247368214665
565390744,"[-0.282, -0.282, -0.887, -0.99, -0.952]",-0.6786,"[-1.5049705927535568, 0.0]",-0.7524852963767784,0.07388529637677843
565390747,"[-3.206, -3.334, -3.554, -3.485, -3.395, -3.377, -3.372, -3.354, -3.307, -3.196, -3.041, -2.915, -2.922, -2.989, -3.074, -3.176, -3.312, -3.414, -3.517, -3.506, -3.459, -3.48]",-3.290227272727273,"[0.0, -1.5527164549168457, -1.5679573254530337, -1.5492146187449665]",-1.1674720997787116,-2.1227551729485614
565418171,"[-2.537, -2.329, -2.499, -2.795, -3.171, -3.708, -4.009, -4.252, -4.273, -4.126, -3.852, -3.443, -3.193, -3.211]",-3.385571428571428,"[0.0, -1.545366490663623]",-0.7726832453318115,-2.6128881832396162
565430459,"[-0.549, -0.638]",-0.5935,[1.56498544078232],1.56498544078232,-2.15848544078232
572204412,"[-0.755, -0.978]",-0.8665,"[1.5683780882835743, 1.5701867436481587]",1.5692824159658665,-2.4357824159658668
572252438,"[0.144, 0.233, 0.194, 0.055, -0.008, 0.024]",0.107,"[-1.5009028934219095, 1.5294678571028382, 0.0, -1.559465525032853]",-0.3827251403379811,0.4897251403379811
572252439,"[0.024, 0.067, 0.058]",0.049666666666666665,"[0.0, 1.5513590871286929]",0.7756795435643464,-0.7260128768976798
586525704,"[-0.055, -0.198, -0.176]",-0.143,"[0.0, 1.5387491428957225]",0.7693745714478613,-0.9123745714478613
586532797,"[-0.113, 0.02, 0.314, 1.796, 2.045, 1.908, 1.613]",1.083285714285714,[1.5226319034431923],1.5226319034431923,-0.43934618915747836
711688562,"[0.702, 1.11, 1.105, 0.629, 0.512, 0.447, -0.205, -0.131, 0.031]",0.4666666666666667,"[-1.5298661417464445, -1.4845348189938339, 0.0, 1.479547389044891]",-0.38371339292384693,0.8503800595905135
716671988,"[-0.04, 0.007, -0.008]",-0.013666666666666667,"[-1.5159888787788993, 0.0, -1.5521628035515866]",-1.0227172274434952,1.0090505607768285
719953785,"[0.043, -0.017, -0.04]",-0.004666666666666669,"[1.5367402164986965, 0.0]",0.7683701082493483,-0.773036774916015
724414855,"[-0.791, -1.632, -2.081, -2.35, -2.024, -1.465, -0.593]",-1.5622857142857143,"[1.4993301449030914, 0.0]",0.7496650724515457,-2.3119507867372597
724991084,"[-0.24, -0.132, -0.021]",-0.131,[0.0],0.0,-0.131
726159763,"[0.034, 0.121, 0.376]",0.17700000000000002,[-1.5294780998738908],-1.5294780998738908,1.7064780998738909
760063136,"[0.187, 0.681, 0.893, 0.826, 0.467, 0.023, -0.119, -0.226]",0.34149999999999997,[1.5466946075079657],1.5466946075079657,-1.2051946075079658
760063139,"[1.46, 1.196, 0.705, 0.643, 0.675, 0.75, 0.89, 1.053, 1.127, 1.179, 1.397]",1.0068181818181818,"[-1.486876833317721, 1.5542357101890496]",0.033679438435664344,0.9731387433825175
760063142,"[2.523, 2.79, 2.772, 2.647, 2.558, 2.472, 2.396, 2.34, 2.307, 2.303, 2.344, 2.407, 2.473]",2.487076923076923,[1.5540068041628559],1.5540068041628559,0.9330701189140671
760063144,"[2.135, 2.186, 2.275, 2.351, 2.403, 2.447, 2.498, 2.546, 2.572, 2.573, 2.519, 2.378, 2.159, 1.819]",2.347214285714286,[1.5046209079927497],1.5046209079927497,0.8425933777215364
760063147,"[1.82, 1.47, 1.672, 2.029, 2.519, 2.837, 3.15, 3.316, 3.455, 3.486, 3.353, 2.883, 2.814, 2.825, 2.851, 2.872, 2.889, 2.918, 2.955, 3.026, 3.134, 3.305, 3.437, 3.516, 3.553, 3.553, 3.525, 3.473, 3.398, 3.32, 3.203, 3.153, 3.425, 3.609, 3.576]",3.0377142857142854,"[1.5504634500336651, 1.549601659796444, 1.5431558231462044, 1.535435994682981]",1.5446642319148236,1.4930500537994618
760063148,"[3.574, 3.549, 3.464, 3.287, 3.127, 2.996, 2.848, 2.559, 2.537]",3.104555555555555,[1.5492978559918698],1.5492978559918698,1.555257699563685
760095034,"[1.37, 1.589, 1.713, 1.816, 1.88, 1.724, 1.226, -0.255, -1.791, -2.791, -3.296, -3.396, -3.38, -3.282, -2.843, -2.464, -2.316, -2.475, -2.887, -3.023]",-1.14405,"[-1.4641492489778538, -1.5373979307394932, -1.5320632182108676]",-1.5112034659760714,0.36715346597607135
760095037,"[4.364, 4.458, 4.505, 4.299, 3.88, 3.002, 2.33, 1.939, 1.705, 1.469, 1.222, -1.468, -3.646, -4.024, -3.703, -2.653, -1.645, -0.92, -0.518, -0.391, -0.271, -0.117, 0.053, 0.325, 0.596, 0.787, 0.916, 0.901, 0.639, 0.589]",0.6207666666666667,"[-1.5543822766664954, 0.0, 0.0, -1.560870651444086, -1.5517567814698374]",-0.9334019419160837,1.5541686085827504
760095040,"[-0.838, 0.011, 0.529, 0.943, 1.232, 1.344, 1.384, 1.35, 1.299, 1.247]",0.8501,[-1.557826287257903],-1.557826287257903,2.407926287257903
760095042,"[-1.106, -1.381, -1.423, -1.388, -1.315, -1.222, -1.142, -1.044, -1.024, -1.043]",-1.2088,"[0.0, -1.4695171002252827]",-0.7347585501126414,-0.47404144988735875
760095043,"[-1.042, -1.154, -1.368, -1.615, -1.633, -1.685, -1.848, -1.927, -1.963, -1.942, -1.645, -1.078, -0.627, -0.33]",-1.4183571428571426,"[1.4659555328729579, 1.5138278746198437]",1.4898917037464008,-2.908248846603543
760108482,"[-0.482, -0.493, -0.332, -0.153, -0.198, -0.28, -0.292, -0.236]",-0.30825,[0.0],0.0,-0.30825
760114604,"[-1.111, -0.669, -0.396, 0.397, 0.752, 1.265, 1.3, 1.318, 1.309, 1.215, 0.697, -0.341, -0.933, -1.154, -1.126, -0.99, -0.815, -0.698, -0.709, -0.811, -1.498, -2.642, -2.889, -2.831, -2.764, -2.64]",-0.6447692307692308,"[-1.5373219064614398, 0.0, -1.5392059552127797, -1.5221205276512633, 1.5442736723614716, 0.0, 0.0, -1.5081109925622682]",-0.5703107136907849,-0.07445851707844586
760114605,"[-2.639, -2.464, -2.491, -2.664, -2.628, -2.269, -1.054, -0.644, -0.918, -1.446, -2.104, -2.648, -2.908, -2.933, -2.707, -2.256, -2.381, -2.519, -2.502]",-2.2197368421052635,"[-1.5569119224569963, -1.5521538325087614, -1.5345091226140117, -1.5527588179390488]",-1.5490834238797047,-0.6706534182255588
760114617,"[1.3, 1.031, 0.873, 0.953, 1.078, 0.944]",1.0298333333333334,[1.530528187359372],1.530528187359372,-0.5006948540260385
760114619,"[2.326, 2.357, 2.385, 2.372, 2.334, 2.276, 2.269, 2.34]",2.332375,"[1.5513445968427422, 1.5471771560280998]",1.549260876435421,0.7831141235645789
760114620,"[2.341, 2.392, 2.391, 2.383, 2.372, 2.352, 2.311, 2.22, 2.111, 1.829, 1.563, 1.298]",2.13025,"[1.5001401912359789, 1.5559443299707332]",1.528042260603356,0.6022077393966443
760114622,"[1.547, 1.719, 1.656, 1.491, 1.574, 1.66, 1.835, 1.821, 1.748, 1.765, 1.984, 2.299, 2.675, 2.604, 2.012, 1.529, 1.354, 1.205, 1.149, 1.164, 1.258]",1.7166190476190475,"[1.4971013896624772, 0.0, -1.4977418718048927, -1.4987872322511395, -1.5250236046879075, 1.5315463205776976]",-0.2488174997506275,1.9654365473696749
760114625,"[0.741, 0.723, 0.546, 0.382, 0.409]",0.5601999999999999,[-1.4804563654842438],-1.4804563654842438,2.0406563654842436
762000738,"[-0.41, -0.409, -0.359, -0.294, -0.226, -0.157, -0.092, 0.048, 0.148, 0.13, -0.064, -0.362, -0.612, -0.768, -0.827]",-0.2836,"[0.0, -1.5179462136502324]",-0.7589731068251162,0.4753731068251162
762000740,"[-1.061, -1.081, -1.017, -0.918, -0.823, -0.717]",-0.9361666666666667,[0.0],0.0,-0.9361666666666667
762000757,"[-1.878, -1.674, -1.657, -1.678, -1.707, -1.727, -1.667, -1.422, -1.437]",-1.6496666666666666,"[1.5568564961409455, 1.547251767902598, -1.5504610100031335]",0.51788241801347,-2.167549084680137
762000758,"[-1.436, -1.442, -1.275, -1.029, -0.754, -0.638, -0.622, -0.662, -0.728, -0.793, -0.839, -0.859, -0.855, -0.821, -0.773, -0.858, -1.426, -1.545, -1.451, -0.912, -0.765, -0.891, -1.021, -0.546, -0.449, -0.546, -0.818, -1.065, -1.355, -2.047, -2.193, -1.979, -1.705, -1.493, -1.335, -1.253]",-1.0883055555555556,"[-1.5186410547154514, 1.517753599454513, 1.5468247048601516, 1.546710813798133, 1.5588557333540842, 0.0, -1.5690651424073938, -1.5702694000149058, 0.0, 0.0, 1.5565586776205764, 1.543477992448973, -1.558733302120864, -1.5371292053307375, -1.5669950240073374, -1.5557012663834426, -1.5635527639063163, 0.0, -1.499975007263567]",-0.2457831918217676,-0.842522363733788
762732449,"[-0.623, 0.15, 1.72, 2.069, 1.931, 0.948]",1.0325,[1.427533732112462],1.427533732112462,-0.39503373211246195
762732451,"[-0.015, -0.009]",-0.012,"[0.0, 0.0]",0.0,-0.012
762732452,"[-0.009, -0.002]",-0.0055,"[1.488979091290135, -1.539048746571152]",-0.02503482764050846,0.019534827640508463
762732458,"[0.059, 0.09, 0.043]",0.064,[0.0],0.0,0.064
762772848,"[-0.008, 0.007]",-0.0005,"[-1.5144041729540019, 0.0]",-0.7572020864770009,0.756702086477001
762772849,"[0.007, 0.016]",0.0115,[0.0],0.0,0.0115
764680464,"[-2.429, -1.01, -0.494]",-1.311,[0.0],0.0,-1.311
764754023,"[-2.382, -2.511, -2.49, -2.421, -2.338, -2.287]",-2.404833333333333,"[-1.5213109142285088, -1.5543378928956906]",-1.5378244035620998,-0.8670089297712331
764754026,"[0.929, 0.498, 0.361, 0.314, 0.314, 0.315, 0.334, 0.366]",0.428875,[-1.4868621321539888],-1.4868621321539888,1.9157371321539887
764754027,"[0.366, 0.347, 0.036, -0.105, -0.947, -1.101, -0.874, -0.381]",-0.332375,[1.4536516829830535],1.4536516829830535,-1.7860266829830533
764758869,"[2.65, 2.226, 1.231, 0.572, 0.177, 0.042, 0.213, 0.915, 2.303, 3.631, 4.492, 4.861, 4.869, 3.532, 3.008, 2.113]",2.3021874999999996,"[0.0, 1.5455007868222286]",0.7727503934111143,1.5294371065888854
764758870,"[2.112, 1.477, 0.665, 0.194, 0.072, 0.341, 0.6, 0.498, -0.828, -1.542, -2.043, -2.31, -2.099, -1.559, -0.481, 0.2, 0.708, 1.071]",-0.16244444444444442,"[-1.553667929159329, -1.4664068851414431]",-1.510037407150386,1.3475929627059415
764758872,"[1.541, -0.029, -1.354, -2.375, -3.068, -3.607, -3.744, -3.744, -3.759, -3.737, -3.38, -2.988, -2.487, -2.389, -2.286, -2.203, -2.115, -2.086, -1.689, -1.547]",-2.3522999999999996,[-1.5504956279528028],-1.5504956279528028,-0.8018043720471968
781485293,"[4.147, 4.103, 4.178, 4.218, 4.308, 4.396, 4.47, 4.402, 3.864, 3.726, 3.939, 4.382, 4.597, 4.611, 4.564, 4.532, 4.516, 4.496, 4.473, 4.46, 4.477, 4.501, 4.456, 4.246, 3.853, 2.981, 1.927, 1.221, 0.973, 0.881, 0.811, 0.77, 0.753, 0.742]",3.4992352941176468,"[0.0, 1.5340073341349907, 1.5458227639610564, 1.5568298923016648, 1.5600861806545263, 1.5467621612827, 1.5605565839415263, 1.5522943342956852, 1.554764680795782, 1.563571866717021, 1.56337368982633]",1.4125517716282985,2.0866835224893485
781803224,"[0.919, 1.403, 1.211, 0.751, -0.574]",0.7420000000000002,[1.5587052141481805],1.5587052141481805,-0.8167052141481803
799517966,"[0.002, -0.121, -0.048]",-0.05566666666666666,"[-1.56952528223192, 1.570731943083194, 1.5655301621705784, -1.5416238564696223]",0.006278241638057569,-0.06194490830472423
